,,,,,,,,,,,,"Survey","Participant","Question 1"
,,,,,,,,,,,,,"Question Text","קוד משתתף (בנוי תחילה מהסימן ""#"" ואז ארבע ספרות)"
,,,,,,,,,,,,,"Response Type","Text"
"Start Date","End Date","Time Scheduled","Duration (in seconds)","Day of Survey","Occasion within Day","Finished","Participant ID","Location - Lat","Location - Long","No Login","Group Code","ip address","Choices",
"11/29/2024 12:55PM","11/29/2024 12:55PM","11/29/2024 12:00AM - 11/29/2024 11:59PM",31.047,"1","1","Finished","67484f957c2f821e9bbc4ada",,,"no","-","192.168.1.230","Participant 3","#7304"
"12/04/2024 07:26PM","12/04/2024 07:27PM","12/04/2024 12:00AM - 12/04/2024 11:59PM",20.786,"1","1","Finished","67508f84dc3d69e45537faeb","0.0","0.0","no","-","2a00:a041:7860:3400:f145:27b7:dd5d:c20a","Participant 4","#7310"
"12/22/2024 06:32PM","12/22/2024 06:32PM","12/22/2024 12:00AM - 12/22/2024 11:59PM",24.828,"1","1","Finished","67682e319e4c11f7e1e4cd41","0.0","0.0","no","-","192.168.1.159","Participant 5","#7326"
"12/25/2024 04:34PM","12/25/2024 04:34PM","12/25/2024 12:00AM - 12/25/2024 11:59PM",15.394,"1","1","Finished","676683b79e4c11f7e1e1b0ab",,,"no","-","10.100.102.5","Participant 6","#7328"
"01/01/2025 05:34PM","01/01/2025 05:35PM","01/01/2025 12:00AM - 01/01/2025 11:59PM",19.437,"1","1","Finished","67755e53c6a0e6121dcea6f4",,,"no","-","100.97.14.207","Participant 7","#7316"
"01/06/2025 07:58PM","01/06/2025 07:59PM","01/06/2025 12:00AM - 01/06/2025 11:59PM",15.084,"1","1","Finished","677bd99b92b3eb66e2129f7c","0.0","0.0","no","-","10.100.102.46","Participant 8","#7354"
"01/20/2025 07:02AM","01/20/2025 07:03AM","01/20/2025 12:00AM - 01/20/2025 11:59PM",25.488,"1","1","Finished","678d3c0658adab1eb937475c","0.0","0.0","no","-","2a05:bb80:34:e591:40f:5fe9:5a21:a2ba","Participant 9","#7342"
"01/27/2025 06:31PM","01/27/2025 06:31PM","01/27/2025 12:00AM - 01/27/2025 11:59PM",8.619,"1","1","Finished","67978e6694c0c6f78b59371d",,,"no","-","192.168.1.145","Participant 10","#7348"
"02/09/2025 07:19PM","02/09/2025 07:19PM","02/09/2025 12:00AM - 02/09/2025 11:59PM",13.447,"1","1","Finished","67a732e893e9af3878fe7867",,,"no","-","192.168.68.56","Participant 11","#7386"
"02/13/2025 07:19PM","02/13/2025 07:19PM","02/13/2025 12:00AM - 02/13/2025 11:59PM",9.477,"1","1","Finished","67ae0b1458056d402b045614",,,"no","-","192.168.0.157","Participant 12","#7334"
"03/03/2025 04:42PM","03/03/2025 04:42PM","03/03/2025 12:00AM - 03/03/2025 11:59PM",23.521,"1","1","Finished","67c5bb3e46dea88167dc5c41","0.0","0.0","no","-","2a06:c701:4273:1c00:45a:1110:4793:10bf","Participant 13","#7396"
"03/05/2025 06:09PM","03/05/2025 06:10PM","03/05/2025 12:00AM - 03/05/2025 11:59PM",10.557,"1","1","Finished","67acc2310d20b7dd4d0e1506",,,"no","-","192.168.68.101","Participant 14","#7378"
"03/11/2025 08:32PM","03/11/2025 08:33PM","03/11/2025 12:00AM - 03/11/2025 11:59PM",20.374,"1","1","Finished","67d0790946dea881674c20be","0.0","0.0","no","-","2a06:c701:746e:ec00:18e:5a5:fe29:79eb","Participant 15","#7412"
